YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WD50M,PM2.5
2021,6,11,28.6,21.52,25.06,29.29,34.32,23.07,16.91,67.62,6.24,95.69,6.45,9.84,2.65,277.38,8.72,11.79,5.12,277.56,18.6
2021,6,12,29.23,22.81,26.01,30.5,34.8,23.6,18.25,70.38,5,95.64,4.38,6.79,1.7,282.38,6.03,8.25,3.23,282.88,4.204166667
2021,6,13,27.23,23.5,25.37,27.38,29.97,25.23,19.04,80.69,18.46,95.64,5.17,7.59,2.88,275,7.1,9.36,5.17,275.75,27.76666667
2021,6,14,27.23,23.39,25.31,27.02,30.95,24.73,18.92,80.38,35.65,95.53,5.3,6.45,2.7,264.69,7.52,9.05,4.73,265.62,39.0875
2021,6,15,27.99,22.18,25.08,28.37,33.12,23.91,17.58,72.38,11.06,95.47,6.15,7.8,3.91,262.19,8.55,9.74,6.85,262.69,4.770833333
2021,6,16,26.76,21.81,24.29,27.4,32.15,22.76,17.15,75.5,2.58,95.63,4.93,6.28,3.12,243.19,6.7,7.95,5,243.75,7.270833333
2021,6,17,27.48,22.12,24.8,27.71,32.03,24.05,17.52,74.44,6.83,95.7,5.9,9.69,2.43,266.56,8.13,11.86,5.03,267,14.975
2021,6,18,27.61,22.2,24.9,27.79,31.84,23.91,17.58,73.81,4.88,95.8,6.43,8.44,4.18,247.38,8.86,10.67,6.73,247.88,11.27916667
2021,6,19,26.89,21.79,24.33,27.12,31.12,23.65,17.09,75.06,1.75,95.96,5.74,7.58,3.84,249.88,7.99,9.3,5.62,250.12,14.6625
2021,6,20,28.02,21.12,24.57,28.73,33.62,22.83,16.42,68.75,0.1,96.03,5.56,7.54,3.38,259.81,7.87,8.95,6.12,260.12,5.025
2021,6,21,27.82,21.49,24.65,28.75,33.49,23,16.78,70.5,0,96.04,4.92,6.38,2.68,276.25,6.88,8.7,5.54,276.62,16.81666667
2021,6,22,28.4,22.04,25.23,29.47,34.23,23.89,17.4,70.88,6.44,95.96,4.7,6.88,1.35,290.31,6.25,8.65,2.01,290.62,24.75
2021,6,23,26.26,22.05,24.16,26.48,29.69,23.82,17.4,78.75,7.99,95.98,4.7,6.39,2.66,277,6.43,7.8,4.64,277.5,29.8125
2021,6,24,27.69,21.26,24.48,28.62,33.39,23.51,16.54,70.56,0.72,95.97,5.7,7.84,3.09,283.25,7.75,9.27,6.43,283.81,22.39166667
2021,6,25,26.83,21.04,23.93,27.48,31.86,22.74,16.36,72.56,0.68,95.93,5.9,8.85,2.99,281.56,7.85,10.59,5.48,281.75,20.63333333
2021,6,26,26.77,22.05,24.41,27.68,32.21,23.25,17.4,76.94,4.55,95.87,4.8,7.06,3.58,279.62,6.12,8.46,5.15,280.12,15.4125
2021,6,27,26.19,21.94,24.06,27.11,31.5,21.73,17.27,78.69,13.17,96.02,4.12,5.34,2.6,315.25,5.67,6.4,4.73,315.56,17.2875
2021,6,28,26.37,23.38,24.87,26.71,29.1,23.78,18.8,84.12,10.67,96.02,2.39,4.23,1,305.12,3.22,5.2,1.52,305.25,19.2375
2021,6,29,28.23,23.13,25.68,28.77,31.73,23.65,18.55,75.25,0.88,95.96,1.88,2.62,0.82,226.81,2.75,5.58,1.25,227.75,19.85416667
2021,6,30,28.13,23.33,25.73,28.6,32.44,24.85,18.8,76.25,0.49,95.94,4.97,7.92,2.79,263.38,7.05,9.39,5.68,263.56,16.69166667
2021,7,1,26.25,23,24.62,26.15,28.89,23.94,18.43,82.81,24.05,95.84,4.63,6.62,2.91,275.75,6.59,8.02,5.64,276.19,14.54583333
2021,7,2,26.72,21.98,24.35,26.73,30.7,23.29,17.33,76.75,2.06,95.87,3.8,6.57,1.22,243.69,5.52,7.93,1.87,244.12,20.5125
2021,7,3,28.44,21.97,25.2,29.02,33.17,23.86,17.33,70.12,0.01,95.94,3.3,5.27,0.7,264.5,4.66,7.2,1.03,264.81,16.04166667
2021,7,4,28.59,22.46,25.52,29.24,32.56,24.4,17.82,70.88,0.24,96,3.54,6.05,0.61,258.81,4.84,8.56,0.86,258.69,19.87916667
2021,7,5,28.62,22.98,25.8,29.2,32.53,24.81,18.37,72.75,0.89,95.96,2.97,5.34,0.23,181.44,4.04,6.08,0.27,181.25,23.42916667
2021,7,6,27.25,23.72,25.48,27.33,30.91,24.69,19.23,81.5,15.41,95.87,2.66,4.1,1.39,290.5,4.04,6.34,2.1,290.69,21.75833333
2021,7,7,27.97,23.87,25.92,27.91,31.49,23.95,19.47,79.06,38.33,95.84,3.38,6,0.6,263.44,4.78,7.24,0.9,263.56,20.52916667
2021,7,8,26.28,23.76,25.01,26.33,28.64,24.37,19.29,86.38,19.31,95.88,2.71,4.75,1.16,276.56,4.02,5.49,2.16,277.19,16.08333333
2021,7,9,26.62,22.87,24.75,27.22,30.26,23.76,18.31,80.94,6.67,95.71,2.52,4.3,1.15,279.12,3.69,6.19,1.42,279.56,16.725
2021,7,10,26.74,23.17,24.95,27.38,30.49,22.67,18.74,81.69,16.62,95.54,2.75,4.52,1.23,303.38,3.89,6.64,2.07,303.75,22.275
2021,7,11,26.7,24.6,25.65,26.86,29.43,24.15,20.39,88.5,24.92,95.45,3.16,4.8,1.51,260.69,4.53,6.8,3.05,261.38,14.00416667
2021,7,12,27.47,24.06,25.76,27.87,32.02,23.72,19.78,82.75,9.66,95.41,3.95,7.15,1.01,165.19,5.21,8.63,2.16,166.69,10.76666667
2021,7,13,26.76,23.98,25.37,27.12,30.48,24.57,19.65,85.44,16.52,95.49,3.36,4.95,1.51,286.19,4.68,7.1,2.76,287.25,10.65833333
2021,7,14,25.73,23.55,24.63,25.73,28.32,23.92,19.1,88.06,26.41,95.5,6.48,9.13,3.3,267.69,8.57,11.17,5.52,268.5,7.854166667
2021,7,15,27.15,24.06,25.61,27.86,31.95,23.4,19.78,84.12,11.06,95.46,2.61,4.31,1.16,198.81,3.94,6.72,1.38,199.81,9.466666667
2021,7,16,27.59,23.74,25.66,28.64,32.2,23.96,19.29,80.75,1.31,95.84,1.93,2.91,0.94,150,2.98,5.84,1.59,150.94,7.504166667
2021,7,17,28.47,24.32,26.4,29.31,32.65,24.23,19.96,79.5,2.75,95.87,1.31,2.62,0.28,210.38,2.15,5.05,0.35,212.19,13.1375
2021,7,18,27.65,24.55,26.09,27.84,30.9,24.95,20.26,83.88,7.61,95.69,3.19,5.73,1.23,239.12,4.73,6.93,1.41,239.19,10.64583333
2021,7,19,27.32,23.93,25.62,28,32.21,23.98,19.53,82.94,2.18,95.61,4.45,9.28,0.59,229.5,5.86,12.49,0.9,230.5,7.425
2021,7,20,25.92,22.84,24.38,25.9,29.19,23.44,18.25,83.75,11.38,95.88,6.63,9.23,2.41,262.06,9.03,12.29,4.73,262.62,8.916666667
2021,7,21,25.45,23.43,24.44,25.37,28.49,23.54,18.92,88.88,28.52,95.67,6.73,8.95,4.82,265.75,9.08,11.23,7.22,266.31,9.054166667
2021,7,22,25.41,23.62,24.52,25.06,28.15,23.31,19.23,89.94,59.25,95.38,6.81,9.29,4.29,288.25,9.45,11.89,7.14,288.69,10.70416667
2021,7,23,24.96,23.15,24.06,24.67,27.51,23.28,18.68,89.75,17.41,95.47,6.33,8.02,4.7,271.06,8.89,10.48,6.91,271.88,11.95833333
2021,7,24,26.44,22.81,24.62,26.35,31.27,22.83,18.25,81.69,8.95,95.57,5.57,7.47,4.06,275.38,8.09,9.52,6.15,275.88,14.02916667
2021,7,25,26.62,22.81,24.72,26.61,31.89,22.15,18.25,80.88,2.88,95.65,5.55,8.35,3.46,261.5,8.13,10.22,6.76,261.94,10.6375
2021,7,26,27.24,23.19,25.22,27.24,32.55,23.19,18.68,79.81,0.2,95.67,6.56,9.49,4.04,255.56,9.27,11.78,6.95,256,9.154166667
2021,7,27,26.61,22.48,24.55,26.69,31.39,22.62,17.88,79.31,0.01,95.69,6.17,9.12,3.96,257.19,8.73,11.18,6.24,257.56,11.65
2021,7,28,26.31,22.27,24.3,26.35,30.98,22.35,17.64,79.69,0.31,95.78,5.86,8.68,3.76,260,8.38,10.8,6.69,260.25,9.654166667
2021,7,29,25.58,22.47,24.02,25.76,29.69,22.42,17.82,83.75,0.07,95.85,5.87,8.86,3,261.25,8.05,10.92,5.49,261.69,12.60833333
2021,7,30,24.85,22.31,23.58,24.9,28.86,21.95,17.64,86.25,0.04,95.9,5.73,8.24,4.08,252.44,7.78,10.23,6.01,253.19,16.02916667
2021,7,31,25.38,22.07,23.73,25.31,29.68,21.97,17.4,82.69,0.02,95.92,6.13,9.12,2.98,263.44,8.65,11.62,6.18,264.06,15.0375
2021,8,1,26.02,22,24.01,25.92,30.95,22.3,17.33,79.62,0.14,95.82,6.34,9.09,4.09,266.06,9.06,11.44,6.98,266.56,14.54166667
2021,8,2,26.12,22.27,24.19,26.26,30.78,21.82,17.64,80.5,2.93,95.87,5.82,8.92,3.12,266.38,8.33,11.02,6.51,266.75,16.9125
2021,8,3,26.66,22.8,24.73,26.93,31.16,22.19,18.19,80.69,0.46,95.98,5.11,8.61,2.03,264.06,7.3,10.69,4.29,264.31,15.4875
2021,8,4,26.35,22.9,24.63,26.48,30.87,22.97,18.31,82.44,1.14,96,5.23,7.84,2.43,265.25,7.45,9.74,5.3,265.75,9.533333333
2021,8,5,26.57,22.98,24.78,26.74,30.93,22.6,18.43,81.75,0.95,95.83,4.7,7.23,1.92,273.44,6.76,8.83,3.55,273.81,17.4875
2021,8,6,26.73,22.77,24.75,26.73,30.25,22.95,18.19,79.81,3.38,95.79,4.04,6.89,0.64,274.19,5.55,8.48,0.95,274.5,18.775
2021,8,7,27.52,22.83,25.18,27.91,31.55,23.41,18.25,76.94,0.37,95.9,2.96,4.55,0.73,272.69,4.17,5.72,1.04,272.81,28.48333333
2021,8,8,27.7,23.31,25.51,28.15,31.67,23.62,18.74,78.12,0.57,96.02,2.29,3.7,0.29,253.56,3.36,5.72,0.4,253.88,21.35
2021,8,9,27.14,24.03,25.58,27.44,30.76,24.3,19.59,83.88,4.32,96.08,1.97,2.72,1.34,259.12,3.3,4.48,1.53,259.56,22.30833333
2021,8,10,25.97,23.47,24.72,26.05,29.02,23.69,18.92,86.5,1.99,96.07,2.98,5.02,0.84,254.56,4.27,5.87,1.29,254.31,19.625
2021,8,11,27.25,22.89,25.07,27.45,31.53,23.18,18.25,78.38,0.43,96.05,3.05,6.01,0.79,297.06,4.23,7.29,1.23,296.94,25.24166667
2021,8,12,26.19,22.81,24.5,26.17,28.73,23.85,18.13,82.19,0.11,96.14,3.06,5.22,0.61,259.75,4.41,6.16,0.88,259.75,20.29166667
2021,8,13,25.73,22.25,23.98,25.96,29.94,23.27,17.58,82.06,0.5,96.05,2.81,4.95,0.44,287.25,4.05,6,0.68,287.19,21.47083333
2021,8,14,26.59,22.46,24.53,26.86,30.72,22.96,17.82,79.12,0.02,95.88,3.3,5.44,0.45,261.5,4.66,6.41,0.65,261.25,16.9375
2021,8,15,26.32,22.53,24.42,26.83,30.73,23.27,17.88,80.75,2.41,95.9,3.52,6.18,0.98,305.19,4.89,7.44,1.6,305.19,17.15416667
2021,8,16,25.44,22.82,24.13,25.76,29.05,22.97,18.19,86.06,6.77,96.01,3.31,6.48,1.34,290.5,4.8,7.87,2.34,291,15.5875
2021,8,17,24.76,23.01,23.88,24.77,27.44,22.79,18.37,90.19,13.63,95.98,3.93,5.42,2.51,281.5,5.66,6.55,4.62,282,10.175
2021,8,18,24.86,22.76,23.81,24.9,28.37,22.08,18.19,88.5,36.05,95.79,4.2,6.75,2,268.44,6.08,8.31,4.26,269.25,15.525
2021,8,19,24.83,23.14,23.98,24.77,27.33,22.63,18.62,90.5,6.91,95.76,3.95,6.28,2.31,295.5,5.7,7.83,4.05,296.62,17.98333333
2021,8,20,25.07,22.68,23.87,25.43,29.05,21.9,18.07,87.25,1.53,95.92,2.59,3.66,1.6,261.31,4.06,5.8,2.2,261.69,7.983333333
2021,8,21,25.48,22.69,24.08,25.84,29.26,22.12,18.07,85.12,7.01,96.05,2.91,4.56,1.95,200.69,4.41,7.11,2.75,201.44,6.545833333
2021,8,22,26.03,22.7,24.37,26.19,30.28,22.72,18.07,82.69,2.88,96.09,3.91,5.66,1.6,233.69,5.41,7.13,3.09,234.88,14.17916667
2021,8,23,26.88,22.89,24.88,27.18,30.88,22.36,18.25,79.88,0.18,96.12,1.55,3.2,0.28,261.88,2.34,4.41,0.4,261.31,16.94583333
2021,8,24,27.59,23.86,25.73,28.09,31.55,23.62,19.41,81.06,1.57,96.07,1.19,1.66,0.11,223.62,1.88,3.2,0.16,223.62,6.5375
2021,8,25,26.55,23.88,25.22,26.55,29.75,24.26,19.41,85.62,4.61,95.97,2.59,3.95,1.42,255.62,3.88,5.73,2.43,255.69,1.916666667
2021,8,26,25.98,23.04,24.51,26.02,29.57,23.5,18.43,84.44,2.74,95.87,3.16,4.59,1.59,260.12,4.87,6.13,2.42,260.5,9.545833333
2021,8,27,26.75,22.79,24.77,26.83,30.32,23.1,18.19,79.94,1.38,95.83,2.38,4.27,0.35,264.44,3.42,5.38,0.47,264.5,20.79583333
2021,8,28,26.52,22.83,24.68,27.12,30.42,22.9,18.31,81.38,3.65,95.69,1.48,1.91,0.96,274.62,2.32,3.91,1.05,274.81,7.241666667
2021,8,29,25.91,23.94,24.93,26.03,29.44,23.8,19.59,89.31,7.94,95.58,3.98,6.38,1.54,319.12,5.66,7.8,2.88,319.88,7.245833333
2021,8,30,25.52,23.9,24.71,25.6,28.32,22.87,19.53,90.94,35.55,95.63,3.15,5.01,1.63,245.75,4.75,7.52,2.43,246.81,10.49583333
2021,8,31,26.33,23.9,25.12,26.72,30.44,23.56,19.47,87.19,16.23,95.72,3.66,5.34,1.5,91.88,5.12,6.27,2.87,92.62,9.466666667
2021,9,1,25.35,22.51,23.93,25.62,29.07,21.9,17.88,85.06,5.09,96.02,3.83,5.49,1.98,189.94,5.54,6.61,4.44,190.38,13.85833333
2021,9,2,26.62,23.3,24.96,26.94,30.48,22.57,18.74,82.81,8.14,96,2.11,4.11,0.58,207.56,3.05,5.56,0.91,207.81,15.82083333
2021,9,3,25.35,23.78,24.57,25.25,27.63,23.65,19.29,91.12,9.74,95.89,2.77,4.23,0.21,237.56,3.95,6.58,0.3,238.25,15.275
2021,9,4,25.17,23.71,24.44,25.17,27.91,23.08,19.23,91.81,16.64,95.91,2.9,4.35,1.33,318.88,4.41,6.7,2.95,319.25,20.3
2021,9,5,24.98,23.42,24.19,25.01,28.02,23.15,18.92,91.31,7.14,95.85,2.41,4.58,0.83,296.94,3.73,5.49,1.38,297.12,15.29166667
2021,9,6,25.19,23.64,24.41,24.9,27.47,23.22,19.17,91.19,30.88,95.79,2.36,4.31,0.35,228.62,3.41,5.45,0.51,229.69,15.00833333
2021,9,7,24.55,23.48,24.01,24.36,26.65,22.92,19.04,93.75,69.19,95.59,4.01,5.88,1.7,243.06,5.98,7.98,3.46,243.62,9.404166667
2021,9,8,25.68,23.62,24.65,25.58,29.76,22.31,19.23,88.75,2.85,95.6,5.5,7.44,3.11,214.62,7.9,10.59,5.23,215.88,10.26666667
2021,9,9,25.83,22.92,24.37,25.69,30.26,22.09,18.37,84.69,0.19,95.93,5.68,8.65,2.48,254.5,8.44,11.02,5.26,255.12,11.325
2021,9,10,26.26,23.42,24.83,26.26,30.54,22.34,18.92,85.19,1.9,95.96,4.41,6.63,2.34,268.38,6.65,8.27,4.95,268.69,14.27083333
2021,9,11,26.26,23.65,24.96,26.19,29.72,22.74,19.17,86.06,1.76,95.85,4.06,6.19,1.92,259.62,6.06,8.13,3.49,259.94,12.525
2021,9,12,26.19,23.75,24.97,26.3,30.16,22.82,19.35,87.06,7.26,95.66,4.02,5.69,2.01,243,5.98,7.19,4.23,243.5,11.8375
2021,9,13,25.83,23.74,24.79,25.8,29.06,23.51,19.35,88.69,7.17,95.55,3.99,5.25,2,254.38,5.94,7.65,4.21,254.88,13.78333333
2021,9,14,25.77,23.62,24.69,25.65,29.4,23.26,19.17,88.31,1.58,95.64,4.77,7.38,2.09,256.88,7.04,9.28,4.54,257.5,16.30416667
2021,9,15,26.08,23.19,24.64,26.1,30.23,22.55,18.68,84.88,0.56,95.85,4.2,6.59,2,255.88,6.21,8.24,3.63,256.31,16.3375
2021,9,16,26.12,22.99,24.56,26.15,30.44,22.31,18.43,83.81,0.28,95.92,3.89,6.58,1.7,267,5.72,8.08,2.87,267.25,3.754166667
2021,9,17,25.73,22.71,24.22,26.03,29.83,22.37,18.07,84.44,0.21,95.95,3.39,5.05,1.84,280.81,5.12,6.59,4.03,280.94,0
2021,9,18,25.73,21.9,23.82,25.66,29.59,22.48,17.15,80.31,0.21,96.14,2.52,4.27,0.64,284.38,3.65,5.05,0.98,284.19,0
2021,9,19,26.3,22.53,24.41,26.34,30.31,22.27,17.82,80.44,0.29,96.32,2.16,3.62,0.59,272.44,3.16,4.56,0.84,272.25,0
2021,9,20,24.81,23.38,24.1,24.79,27.29,22.8,18.8,91.81,12.7,96.22,2.51,3.95,1.45,277.38,3.92,4.8,3.05,277.56,4.225
2021,9,21,24.2,23.13,23.66,24.11,26.26,22.56,18.55,93.75,9.71,96.06,2.76,4.79,1.64,289.19,4.48,5.96,3.45,289.62,14.375
2021,9,22,25.71,23.4,24.56,25.93,29.95,22.59,18.92,87.81,3.57,95.85,2.95,4.65,1.87,316.38,4.79,5.95,3.62,316.56,16.15416667
2021,9,23,25.39,23.36,24.37,25.42,28.78,22.97,18.8,88.94,9.01,95.88,3.05,4.65,2.12,277.31,4.68,5.98,3.54,277.62,16.65416667
2021,9,24,24.77,23.3,24.04,24.69,27.19,23.34,18.74,91.69,2.45,95.97,4.77,6.94,3.31,286.19,6.79,8.83,5.48,286.88,21.29583333
2021,9,25,24.73,22.8,23.77,24.62,28,22.65,18.19,89.31,4.27,96,4.33,5.8,2.98,290.62,6.58,8.05,5.2,291,18.29166667
2021,9,26,24.41,23.18,23.8,24.28,26.6,22.73,18.62,92.88,10.5,95.85,3.8,5.2,2.02,275.81,5.88,7.48,4.29,276.69,20.75833333
2021,9,27,24.97,23.94,24.46,24.75,27.13,23.18,19.59,94.06,60.92,95.52,4.45,6.77,2.48,260.06,6.67,10.02,5.09,261.12,16.425
2021,9,28,25.15,23.51,24.33,25.12,28.68,22.68,19.1,90.94,42.85,95.45,3.7,5.66,2.16,132.5,5.42,8.43,2.78,132.56,16.3875
2021,9,29,24.62,21.51,23.07,24.86,29.32,20.23,16.85,83.81,0.12,96.03,3.22,4.89,1.65,195.88,4.59,6.55,2.6,196.81,16.3375
2021,9,30,26.33,22.81,24.57,26.29,30.22,21.92,18.13,81.75,0,96.25,1.9,2.88,0.47,289.88,2.85,4.9,0.67,289.75,20.6875
2021,10,1,26.51,23.65,25.08,26.47,30.11,23.23,19.1,84.75,9.19,96.25,1.77,2.78,0.47,135,2.75,4.42,0.66,136.25,20.54166667
2021,10,2,26.39,23.45,24.92,26.59,30.01,22.92,18.86,84.69,2.22,96.27,1.51,2.26,0.91,119.75,2.35,3.94,0.98,120.12,17.45
2021,10,3,26.87,23.03,24.95,26.76,30.82,22.42,18.37,80.44,0.19,96.24,1.14,1.94,0.04,118.69,1.59,2.36,0.08,121.31,22.89166667
2021,10,4,26.82,23.67,25.24,26.9,30.38,23.26,19.17,83.5,1.77,96.15,1.48,1.77,0.7,106.06,2.23,3.32,0.83,105.25,26.475
2021,10,5,26.46,23.92,25.19,26.18,29.27,23.98,19.41,86.25,1.85,96.18,1.5,2.38,0.55,121.62,2.14,2.99,0.77,121.88,27.26666667
2021,10,6,25.62,23.69,24.66,25.49,28.58,23.4,19.17,89.38,0.81,96.14,1.99,3.39,1,75.5,2.91,4.09,1.64,75.44,17.02916667
2021,10,7,26.54,23.63,25.08,26.75,30.92,22.25,19.1,84.94,0.07,96.1,1.77,2.7,1.2,102.88,2.54,3.13,1.73,102.75,21.50833333
2021,10,8,26.82,24.1,25.46,26.86,30.79,23.54,19.71,85.81,1.09,96.06,1.16,1.77,0.54,266.69,1.88,3,0.48,266.5,25.75416667
2021,10,9,26.23,23.57,24.9,25.92,29.12,24.04,19.04,85.75,4.39,96.18,1.53,2.84,0.73,207.44,2.39,5.15,1,193,28
2021,10,10,25.99,23.5,24.75,26.23,30.14,22.57,18.92,86.88,1.02,96.17,1.67,2.2,1.38,238.56,2.77,4.27,1.59,239.44,30.79583333
2021,10,11,25.35,21.96,23.65,25.52,29.66,22.04,17.27,82.69,0.07,96.11,2.35,3.54,1.23,66.5,3.64,4.61,2.06,66.12,36.69166667
2021,10,12,24.43,20.31,22.37,24.17,29.62,20.33,15.56,79.06,0,96.12,2.31,3.53,1.39,48.94,3.41,4.45,1.78,48.94,41.36666667
2021,10,13,24.79,20.4,22.6,24.06,29.62,19.88,15.69,77.38,0,96.1,2.15,3.76,0.03,45.88,2.94,4.42,0.04,46.25,54.225
2021,10,14,24.73,20.98,22.86,24.5,30.17,20.03,16.24,80.75,0,96.06,2.55,3.95,0.57,122.94,4.04,6.19,0.8,123.31,60.45416667
2021,10,15,24.44,21.29,22.86,24.52,29.67,19.18,16.66,83.81,2.94,95.84,3,4.73,2.07,20.81,4.9,5.84,3.61,21.38,52.28333333
2021,10,16,24.81,23.46,24.14,24.81,28.27,22.3,18.98,92.38,13.28,95.75,2.84,4.03,1.88,70.19,4.64,5.36,3.88,56,40.17083333
2021,10,17,25.67,23.56,24.62,25.73,29.88,23.02,19.1,88.69,3.46,95.71,2.25,2.88,0.89,153.88,4.03,5.75,1.09,154.5,31.17083333
2021,10,18,25.58,23.06,24.32,25.65,29.77,22.68,18.49,86.75,0.06,95.95,3.75,5.55,2.24,283.19,5.83,6.7,4.75,283.56,33.875
2021,10,19,23.59,19.12,21.36,23.36,28.18,20.25,14.47,77.94,0,96.42,2.96,4.58,1.9,323.81,4.51,5.58,3.14,324,49.10833333
2021,10,20,22.58,18.26,20.41,22.52,28.3,18.14,13.61,77.94,0,96.68,2.66,3.61,2.11,329,4.12,5.3,2.77,329.19,50.91666667
2021,10,21,22.42,18.12,20.27,22.24,28.16,17.69,13.49,78.19,0,96.73,2.61,3.28,1.77,165.88,4.18,5.68,2.64,166.06,47.16666667
2021,10,22,22.59,15.98,19.29,21.44,28.36,17.51,11.78,67.62,0,96.73,1.7,2.12,1.1,108,2.34,3.27,1.62,108.19,51.27916667
2021,10,23,22.49,17.09,19.79,22.07,28.53,17.73,12.7,72.94,0,96.73,1.78,2.67,0.49,101.38,2.73,5.47,0.58,114.31,51.7
2021,10,24,22.5,18.06,20.28,22.4,28.3,18.19,13.43,77.38,0,96.75,2.06,2.65,1.25,84.75,3.34,5.34,1.34,83.94,44.99166667
2021,10,25,21.69,17.43,19.56,21.46,27.28,17.26,12.94,78.12,0,96.68,2.68,4.09,1.59,42.62,3.97,4.85,2.36,42.38,58.9125
2021,10,26,21.49,17.3,19.4,21.32,27.43,15.94,12.88,78.5,0,96.61,2.63,3.49,1.98,54.25,4.21,5.59,2.88,54.56,72.6
2021,10,27,21.06,17.18,19.12,20.85,27.13,16.23,12.7,80.25,0,96.7,3.17,5,1.95,57.94,5.02,6.55,2.88,58.06,51.5625
2021,10,28,21.26,18.05,19.65,21.26,27.41,15.93,13.49,83.31,0,96.72,3.48,5.21,2.35,43.94,5.7,6.62,4.34,44.31,44.84583333
2021,10,29,21.9,18.75,20.32,22.05,27.87,16.82,14.1,83.31,0,96.82,3.56,5.41,2.33,40.06,5.84,6.76,4.95,40.62,44.85833333
2021,10,30,21.54,18.24,19.89,21.71,27.04,17.18,13.61,82.75,0,96.86,3,4.95,2.25,32.81,4.84,6.07,3.58,33.31,58.4125
2021,10,31,20.78,16.67,18.73,20.84,27.48,15.98,12.33,78.88,0,96.79,2.79,4.18,2.27,38.06,4.57,5.7,3.31,38.19,21.92916667
2021,11,1,20.83,16.24,18.54,20.91,28.14,14.53,12.08,76.69,0,96.66,2.06,3.09,0.45,57.75,3.55,5.98,0.37,59.69,28.0375
2021,11,2,22.19,20.33,21.26,22.31,27.03,18.37,15.56,89.88,1.64,96.66,2.78,3.72,1.55,56.62,4.27,6.52,2.98,56.94,23.6375
2021,11,3,21.99,20.38,21.19,22.17,25.76,18.51,15.62,91,13.9,96.68,1.88,3.09,1.29,85.25,3.03,5.25,1.45,86,15.49583333
2021,11,4,22.65,21.24,21.95,22.53,25.5,20.63,16.42,92,14.68,96.6,2.66,4.34,1,49.19,4.13,5.41,1.58,49.75,17.37916667
2021,11,5,22.94,20.54,21.74,23.12,28.36,18.77,15.75,87.25,0.38,96.55,2.34,3.14,1.81,52.44,3.98,5.01,2.69,52.81,34.3375
2021,11,6,22.53,19.95,21.24,22.6,27.51,18.71,15.14,86.31,0.62,96.5,2.71,4.1,1.73,74.5,4.47,5.96,3.42,74.25,60.40833333
2021,11,7,20.45,17.01,18.73,20.44,26.26,16.32,12.57,82.19,0,96.54,2.91,3.97,2.32,65.94,4.91,6.03,3.1,65.81,54.08333333
2021,11,8,18.9,15.65,17.27,18.98,25.31,13.79,11.54,82.94,0,96.66,2.92,3.98,2.22,61.62,4.69,5.7,3.23,61.94,64.8375
2021,11,9,18.8,15.65,17.23,18.53,25.31,13.36,11.54,83.69,0,96.72,3.12,4.79,2.02,56.19,4.75,5.84,3.23,56.56,69.85
2021,11,10,18.94,15.23,17.08,18.74,25.42,13.12,11.29,81.19,0.05,96.64,2.86,4.24,2.08,39.56,4.6,5.95,2.73,39.81,78.69583333
2021,11,11,18.83,15.73,17.28,18.72,24.58,14.43,11.66,83.25,0,96.45,3.12,4.5,2.3,39.06,5.42,6.73,3.34,39.62,82.86666667
2021,11,12,20.98,18.98,19.98,21.12,27.2,16.48,14.47,88.88,3.82,96.39,3.41,4.5,2.5,37.88,5.42,6.15,4.28,38.81,65.7625
2021,11,13,23.99,22.05,23.01,24.17,28.86,20.56,17.33,89.5,6.39,96.34,2.65,3.78,1.8,57.75,4.34,6.27,2.36,58.38,35.57916667
2021,11,14,24.69,22.56,23.62,25.08,29.24,20.9,17.88,88.75,8.46,96.31,1.92,2.29,1.56,53.75,3.31,4.71,1.81,54.19,22.50833333
2021,11,15,24.28,22.59,23.44,24.35,27.9,22.19,17.88,90.75,8.18,96.23,3.13,4.09,1.55,71.5,4.88,6.48,3.35,72.38,29.76666667
2021,11,16,23.64,21.82,22.73,23.8,27.87,19.87,17.09,90,3.19,96.3,3.57,4.92,2.57,66.12,5.43,6.84,3.92,66.88,32.52083333
2021,11,17,24.35,22.3,23.32,24.35,28.44,21.73,17.52,88.94,1.76,96.49,2.96,3.78,2.12,99.56,4.87,5.8,3.83,100.12,31.15416667
2021,11,18,24.33,22.4,23.37,24.44,28.69,20.8,17.7,89.62,5.82,96.37,1.88,2.21,1.42,102.25,3.19,5.02,1.91,101.94,28.20833333
2021,11,19,23.25,21.64,22.44,23.2,25.87,21.34,16.91,91.06,3.8,96.22,2.64,4.02,0.96,87.88,4.3,6.51,1.59,88.06,28.24583333
2021,11,20,24.14,22.5,23.32,24.19,28.27,21.4,17.82,91,6.88,96.19,3.54,5.04,2.09,79.94,5.52,6.55,4.66,80.81,24.77083333
2021,11,21,24.81,22.81,23.81,24.88,28.5,22.23,18.13,89.25,6.34,96.4,3.17,4.93,1.92,108.44,5.14,6.02,3.74,109.06,22.32916667
2021,11,22,25.15,22.82,23.98,25.18,29.08,22.08,18.07,87.44,4.6,96.52,2.08,3.16,1.3,114.44,3.29,4.54,1.72,114.94,31.3125
2021,11,23,24.49,22.28,23.38,24.54,28.33,21.26,17.52,88.06,1.57,96.49,1.98,3.08,1.23,100.5,3.49,6.16,1.45,100.69,43.425
